cell_id,hardware,world_size,suite,runtime_profile,baseline_median_ms,profile_median_ms,latency_effect_pct,runtime_profile_label
04aa27f61ec34896dab0,B200,1,attention,compile-reduce-overhead,0.2337759956717491,0.2607600092887878,11.542679366844691,reduce overhead
057808a3c964f3589eae,H100,1,attention,compile-disable-caches,0.1929120011627674,0.1818640008568763,-5.726963713662069,disable caches
05da9a6e9550ae117fc5,A100-40GB,1,attention,compile-disable-caches,2.231295943260193,2.4657920598983765,10.509413479932942,disable caches
0604621a7aab5b3d67dd,H100,1,attention,compile-reduce-overhead,1.2203599512577057,1.3053120076656342,6.961229456962816,reduce overhead
060e13b50b098d384cd4,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,6.5648640394210815,6.483199954032898,-1.2439569943536115,"max autotune
(no CUDA graphs)"
064009b5864a5644d2c0,H100,1,attention,compile-disable-caches,0.2230480015277862,0.1940720006823539,-12.990926010077963,disable caches
06a57b50806db65f243d,H100,1,attention,compile-max-autotune-no-cudagraphs,0.2868319973349571,0.1802880018949508,-37.1450871694716,"max autotune
(no CUDA graphs)"
075f2aabc5694a0d836f,B200,1,attention,compile-disable-caches,1.7158640027046204,1.6904320120811462,-1.4821682011737,disable caches
078fcceb38d7566dba2f,A100-40GB,1,attention,compile-disable-caches,2.414848029613495,2.447872042655945,1.3675400123516497,disable caches
079ba653e489f268c76f,B200,1,attention,compile-disable-caches,3.503376007080078,3.510152041912079,0.1934144327730406,disable caches
07cc7e4c13a032a5874f,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,14.315263986587524,12.167167901992798,-15.00563375294618,"max autotune
(no CUDA graphs)"
08314fb4cc1ff19be29e,H100,1,attention,compile-reduce-overhead,0.7248959839344025,0.7445679903030396,2.7137695344739625,reduce overhead
0844d1d4ce1e0f13aeff,H100,1,attention,compile-reduce-overhead,4.162567853927612,4.569479942321777,9.77550643433286,reduce overhead
086ba7774d21f8d93980,H100,1,attention,compile-disable-caches,1.554960012435913,1.5515680015087128,-0.2181413605541266,disable caches
088211becc688762dda4,B200,1,attention,compile-reduce-overhead,25.214879989624023,26.25400018692017,4.121059460619058,reduce overhead
08978a8a73bb5a998051,H100,1,attention,compile-reduce-overhead,0.2230480015277862,0.2594479955732822,16.319354487003306,reduce overhead
08fd6744e0b0abe74513,A100-40GB,1,attention,compile-reduce-overhead,7.225343942642212,9.604351997375488,32.925879703704524,reduce overhead
09a0df41f2e46a2f8cb5,B200,1,attention,compile-max-autotune-no-cudagraphs,0.1424239985644817,0.136328000575304,-4.280176129458809,"max autotune
(no CUDA graphs)"
09b53f24fad45c92e833,H100,1,attention,compile-reduce-overhead,0.3640160039067268,0.5221920013427734,43.4530338607246,reduce overhead
0b2b71d3f5fa93134254,H100,1,attention,compile-max-autotune-no-cudagraphs,0.2517599985003471,0.2639039978384971,4.823641329237329,"max autotune
(no CUDA graphs)"
0b4e5df8f1629e2abf79,B200,1,attention,compile-reduce-overhead,0.5408560037612915,0.4729200080037117,-12.560828628161731,reduce overhead
0c048c43c3da829bb58a,H100,1,attention,compile-reduce-overhead,0.6626880168914795,0.9437680095434188,42.41513132686818,reduce overhead
0c45dec35980aafa14bc,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,11.634943962097168,10.394623756408691,-10.660302359246709,"max autotune
(no CUDA graphs)"
0c7bb7007eef22e71a2d,H100,1,attention,compile-disable-caches,0.7739680111408234,0.7716880142688751,-0.2945854142715204,disable caches
0c9c5cb244afa7f430ba,B200,1,attention,compile-reduce-overhead,1.8533200025558472,2.043175995349884,10.244102072616348,reduce overhead
0d09209eae68d472734f,B200,1,attention,compile-reduce-overhead,59.58516025543213,60.43844795227051,1.4320473305441657,reduce overhead
0db3f4ab88a5ee2cab01,H100,1,attention,compile-max-autotune-no-cudagraphs,4.231215909123421,0.7730960100889206,-81.72875063118482,"max autotune
(no CUDA graphs)"
0dc2fce67e0df8a5b38f,H100,1,attention,compile-max-autotune-no-cudagraphs,1.76078400015831,0.8403040021657944,-52.276712981816985,"max autotune
(no CUDA graphs)"
0dc4ca8202ed00a824d0,B200,1,attention,compile-disable-caches,0.3123920038342476,0.3372480049729347,7.956670091938559,disable caches
0dcdcd887718ba301b19,B200,1,attention,compile-disable-caches,0.5271680057048798,0.5260960161685944,-0.2033487473982864,disable caches
0dcf9425fae2c5e90d8f,H100,1,attention,compile-max-autotune-no-cudagraphs,0.2862959951162338,0.2868639975786209,0.1983969290791094,"max autotune
(no CUDA graphs)"
0ded18e4c02c58d46520,H100,1,attention,compile-disable-caches,0.2862959951162338,0.2951759994029999,3.101686519631839,disable caches
0def0b69ca327986de01,B200,1,attention,compile-disable-caches,1.4494400024414062,1.5838879942893982,9.275857684452657,disable caches
0e4428232a080536c0ad,B200,1,attention,compile-reduce-overhead,0.2599199973046779,0.3544720038771629,36.37734978184507,reduce overhead
0f219aa9bbd2ec89a47e,H100,1,attention,compile-max-autotune-no-cudagraphs,1.6007999777793884,1.4052959978580477,-12.21289246846079,"max autotune
(no CUDA graphs)"
0f8c8d79dbafbbf0a863,B200,1,attention,compile-max-autotune-no-cudagraphs,0.1773680001497268,0.1883519999682903,6.192774237343385,"max autotune
(no CUDA graphs)"
0ffe59ce27240b85d978,H100,1,attention,compile-disable-caches,5.7278958559036255,5.745120167732239,0.3007092353269749,disable caches
106f759e6db9b6c1da61,A100-40GB,1,attention,compile-reduce-overhead,2.907136082649231,3.187967956066132,9.660086952688593,reduce overhead
113734f8b7e18bef9c2a,H100,1,attention,compile-reduce-overhead,1.5496719777584076,1.8004480302333832,16.182524822944906,reduce overhead
11bd0fb3e3518b469c2b,H100,1,attention,compile-reduce-overhead,0.479200005531311,0.7658639997243881,59.82136704594558,reduce overhead
11cc66df3e76065983f9,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,0.526591993868351,0.4234240055084228,-19.59163632588769,"max autotune
(no CUDA graphs)"
11e34998260b39e6a200,A100-40GB,1,attention,compile-disable-caches,11.501823902130129,11.581439971923828,0.6922038667185328,disable caches
11f9f7e15ef95562058f,B200,1,attention,compile-max-autotune-no-cudagraphs,0.1127679999917745,0.0936480015516281,-16.9551632036935,"max autotune
(no CUDA graphs)"
121da6ccd0185451db64,H100,1,attention,compile-reduce-overhead,0.5358079969882965,0.6926480084657669,29.27168171416751,reduce overhead
12afbb3a03ff0096527d,B200,1,attention,compile-reduce-overhead,88.36922454833984,89.12246322631836,0.8523766976889993,reduce overhead
12b04588de37f573e9b4,A100-40GB,1,attention,compile-disable-caches,0.3458559960126877,0.4085760042071342,18.134717604301905,disable caches
12c45eac4507492c473c,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,2.20441597700119,2.408959984779358,9.278829853901811,"max autotune
(no CUDA graphs)"
12d6a6063c0d0817ea00,B200,1,attention,compile-reduce-overhead,0.5604159832000732,0.6644400060176849,18.56193005481684,reduce overhead
13cec85d09bf3ae95b9e,B200,1,attention,compile-disable-caches,0.2955119982361793,0.2724080011248588,-7.818294096084484,disable caches
141d3b153f9525446d75,B200,1,attention,compile-reduce-overhead,0.2237359993159771,0.2734799981117248,22.23334597374984,reduce overhead
141dd71ac7e920c58eda,A100-40GB,1,attention,compile-reduce-overhead,1.1368959844112396,1.22393599152565,7.65593407909568,reduce overhead
148d609e9fb7b50473fc,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,0.7552000135183334,0.6351359933614731,-15.898307469236512,"max autotune
(no CUDA graphs)"
1505bc35c69f164a671a,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,22.577407836914062,22.19366407394409,-1.6996803430310083,"max autotune
(no CUDA graphs)"
1505f36b9c7a41b55679,B200,1,attention,compile-disable-caches,0.2314159981906414,0.2302879989147186,-0.4874335762186697,disable caches
15466fbe0f1519f4a77b,H100,1,attention,compile-max-autotune-no-cudagraphs,1.554960012435913,1.5571679770946505,0.1419949478493861,"max autotune
(no CUDA graphs)"
1648cfd48cea02329edb,H100,1,attention,compile-disable-caches,0.818200021982193,0.830607995390892,1.5164963426228162,disable caches
16653ab81ab638b6971f,H100,1,attention,compile-reduce-overhead,2.2617600113153458,0.7960560023784637,-64.8036927704142,reduce overhead
1691ab3de4106ea485c7,B200,1,attention,compile-disable-caches,0.5947519987821579,0.6124559938907623,2.9767020783210416,disable caches
16b792fb68d4dfb46260,B200,1,attention,compile-disable-caches,0.2141200006008148,0.2165919989347458,1.154492026431258,disable caches
174371b1dad00b0772e1,B200,1,attention,compile-disable-caches,8.578959941864014,8.614311933517456,0.4120778263683231,disable caches
17a9c8ffd20401eb37a4,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,8.634112119674683,6.735360026359558,-21.99128372433813,"max autotune
(no CUDA graphs)"
17b3c3b84b9773f10d44,B200,1,attention,compile-max-autotune-no-cudagraphs,1.4311519861221311,1.0676559805870056,-25.39884016931419,"max autotune
(no CUDA graphs)"
17e3709a43ac41af12d6,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,2.31987202167511,2.0147199630737305,-13.153831579943718,"max autotune
(no CUDA graphs)"
17e9662c7bef0f47bca8,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,2.3103999495506287,2.3301119804382324,0.8531869510920712,"max autotune
(no CUDA graphs)"
185788aa7c9af3185585,A100-40GB,1,attention,compile-reduce-overhead,2.231295943260193,2.6918399930000305,20.64020468154158,reduce overhead
18a66810dac2099887d8,B200,1,attention,compile-max-autotune-no-cudagraphs,0.8434159904718399,0.5025760009884834,-40.41184816672461,"max autotune
(no CUDA graphs)"
18af78baed4c8f9f6649,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,1.269247978925705,0.9121280014514924,-28.13634399295873,"max autotune
(no CUDA graphs)"
18c0b3767feb578778d6,H100,1,attention,compile-max-autotune-no-cudagraphs,0.3067279905080795,0.182583998888731,-40.47364292176604,"max autotune
(no CUDA graphs)"
18c1167879de392ac080,B200,1,attention,compile-max-autotune-no-cudagraphs,1.7004880011081696,1.3797760307788849,-18.85999607878938,"max autotune
(no CUDA graphs)"
19ccd459ec3b2443d06e,B200,1,attention,compile-reduce-overhead,4.380839943885803,4.744656085968018,8.30471203564469,reduce overhead
19cf3b1573fe42834f6e,A100-40GB,1,attention,compile-reduce-overhead,1.4123520255088806,1.579520046710968,11.83614411866302,reduce overhead
1af7cd69ef785c9059cb,B200,1,attention,compile-max-autotune-no-cudagraphs,0.4241839945316314,0.4228639975190162,-0.3111850116062716,"max autotune
(no CUDA graphs)"
1c5bc0a7d2a3e6089f63,H100,1,attention,compile-disable-caches,0.1537759974598884,0.1427280008792877,-7.184474016162725,disable caches
1dc42d955285fd72b8d1,H100,1,attention,compile-disable-caches,3.1556559801101685,3.1329360008239746,-0.7199764305550398,disable caches
1ddb9b9337c0c535e5cf,B200,1,attention,compile-max-autotune-no-cudagraphs,1.498176008462906,1.0730240046977997,-28.377974374406275,"max autotune
(no CUDA graphs)"
1ddca87bbaa35d94e252,H100,1,attention,compile-reduce-overhead,0.4852320030331611,0.5690960139036179,17.283281058591957,reduce overhead
1e65db33c3adcb13f6d1,H100,1,attention,compile-reduce-overhead,0.4920639991760254,0.5822239816188812,18.32281625841988,reduce overhead
1e668c2275f3ac10dfff,B200,1,attention,compile-reduce-overhead,1.498176008462906,1.4511519968509674,-3.138750810739789,reduce overhead
1f7c9b5eaab8c263f20b,H100,1,attention,compile-max-autotune-no-cudagraphs,0.479200005531311,0.4729679897427559,-1.3005041144866898,"max autotune
(no CUDA graphs)"
20078de9c76c4c3faa18,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,8.626944065093994,8.714751958847046,1.0178331178515072,"max autotune
(no CUDA graphs)"
2027d41f81b6b7d1d128,H100,1,attention,compile-max-autotune-no-cudagraphs,81.81461715698242,81.25715065002441,-0.6813776392650774,"max autotune
(no CUDA graphs)"
20a01e180fec969e87d6,A100-40GB,1,attention,compile-disable-caches,0.3379200026392936,0.3297280073165893,-2.424241021165209,disable caches
20bf9e856a0129063bf2,B200,1,attention,compile-max-autotune-no-cudagraphs,0.2601120062172413,0.2459520027041435,-5.4438100413064205,"max autotune
(no CUDA graphs)"
20e1d152b83f77b802d6,H100,1,attention,compile-reduce-overhead,0.5403920114040375,0.6137919872999191,13.582727787773004,reduce overhead
219827c39b262419ff9d,H100,1,attention,compile-disable-caches,4.5728960037231445,2.0875279903411865,-54.34997890523707,disable caches
21a99f8023f4e1ef2e0b,B200,1,attention,compile-disable-caches,0.8180319964885712,0.8560799956321716,4.651162705972716,disable caches
22942be3f1bd9b8b4abd,B200,1,attention,compile-disable-caches,0.5604159832000732,0.5809839963912964,3.670133223855643,disable caches
2296bbe5188185bea75f,H100,1,attention,compile-disable-caches,0.5210880041122437,0.5215359926223755,0.0859717565164555,disable caches
2362a63814963c0a60c0,B200,1,attention,compile-disable-caches,0.4035359993577003,0.3062880039215088,-24.09896405549421,disable caches
238fbe85d9a3143b0d98,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,2.155264019966125,1.7735680043697355,-17.70994235789214,"max autotune
(no CUDA graphs)"
245ef8a8b22cb853bc4e,H100,1,attention,compile-max-autotune-no-cudagraphs,27.91430425643921,27.952447414398197,0.136643770908908,"max autotune
(no CUDA graphs)"
249c27231af113f4bcec,B200,1,attention,compile-max-autotune-no-cudagraphs,1.925055980682373,1.7178000211715698,-10.766230259825347,"max autotune
(no CUDA graphs)"
24a87fc06f8cf8c8610b,H100,1,attention,compile-disable-caches,0.2083600014448166,0.2114319950342178,1.4743681935589024,disable caches
24aa869bba9064cab861,B200,1,attention,compile-disable-caches,3.531615972518921,3.61243999004364,2.28858455034882,disable caches
24bdfee0b3d158dcab4b,H100,1,attention,compile-reduce-overhead,0.8374399840831757,0.9732960164546968,16.222778342767498,reduce overhead
24c99765624dbbd6d466,B200,1,attention,compile-disable-caches,0.6935040056705475,0.7170400023460388,3.3937794854889742,disable caches
2511f9100d7293da3247,B200,1,attention,compile-max-autotune-no-cudagraphs,0.3123920038342476,0.2267520017921924,-27.41427469042868,"max autotune
(no CUDA graphs)"
2550b8d33dc2f29309f2,B200,1,attention,compile-max-autotune-no-cudagraphs,88.36922454833984,66.21873474121094,-25.06584155325717,"max autotune
(no CUDA graphs)"
257b8317850b6756bef0,H100,1,attention,compile-max-autotune-no-cudagraphs,14.024072170257568,12.770504236221312,-8.93868712894132,"max autotune
(no CUDA graphs)"
25a6eed0acb9b11f2777,B200,1,attention,compile-reduce-overhead,0.8410959839820862,1.0158160030841827,20.772898982931984,reduce overhead
25d0c64b7663a43ce5aa,B200,1,attention,compile-reduce-overhead,0.4261119961738586,0.5288960039615631,24.12135980930408,reduce overhead
2608d95cafdd50f24b75,H100,1,attention,compile-max-autotune-no-cudagraphs,3.6010720133781438,3.083168029785156,-14.381939091163703,"max autotune
(no CUDA graphs)"
262b3a8090c9a699ce4c,H100,1,attention,compile-reduce-overhead,1.2066479921340942,1.317200005054474,9.161910817491671,reduce overhead
2631f416b698ffbb5784,B200,1,attention,compile-max-autotune-no-cudagraphs,2.2123119831085205,2.209999978542328,-0.1045062624008404,"max autotune
(no CUDA graphs)"
266a43adff5ef98fd861,H100,1,attention,compile-disable-caches,1.76078400015831,1.3485359847545624,-23.4127533738768,disable caches
278c46756cd0683b7895,B200,1,attention,compile-reduce-overhead,2.037799954414368,2.59960800409317,27.569342538348295,reduce overhead
27a63f96dbc8cfe15acc,B200,1,attention,compile-disable-caches,1.4077679812908173,1.411335974931717,0.253450404350586,disable caches
27fef55679bfe15bd9e3,H100,1,attention,compile-reduce-overhead,0.6878319978713989,0.8308639973402023,20.79461262509417,reduce overhead
288b538b1d6506d58f5f,B200,1,attention,compile-disable-caches,0.501848004758358,0.5060400068759918,0.8353130983657665,disable caches
2899a7d82aa2d9eb27a6,H100,1,attention,compile-max-autotune-no-cudagraphs,10.109904050827026,10.063191890716553,-0.4620435552665053,"max autotune
(no CUDA graphs)"
292e38db7d1719218785,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,7.225343942642212,7.239679932594299,0.1984125609229464,"max autotune
(no CUDA graphs)"
2968cf4d3b937bf2ac83,A100-40GB,1,attention,compile-disable-caches,8.626944065093994,7.574528098106384,-12.199174574990632,disable caches
299d6c59ca8e20b154df,B200,1,attention,compile-max-autotune-no-cudagraphs,0.2955119982361793,0.1690320000052452,-42.80029203073125,"max autotune
(no CUDA graphs)"
29c6ac47f9c3767f3877,B200,1,attention,compile-disable-caches,2.2123119831085205,2.212567985057831,0.0115716929287068,disable caches
2a547137bcdeccdfc433,B200,1,attention,compile-max-autotune-no-cudagraphs,0.296935997903347,0.20796799659729,-29.962012667462485,"max autotune
(no CUDA graphs)"
2a840ad48860d5980017,B200,1,attention,compile-reduce-overhead,0.2141200006008148,0.2870479971170425,34.05940421800569,reduce overhead
2aaffab71eb4c635665c,H100,1,attention,compile-reduce-overhead,0.3751839995384216,0.3061120063066482,-18.410164963524757,reduce overhead
2b5a2f627276cbce2ece,A100-40GB,1,attention,compile-disable-caches,11.433215856552124,12.7260160446167,11.307406457507753,disable caches
2b92f8081fb0396f967e,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,3.5509760975837708,2.916096031665802,-17.87902955330978,"max autotune
(no CUDA graphs)"
2bb15437540f78d1c818,H100,1,attention,compile-max-autotune-no-cudagraphs,0.3116879984736442,0.2232480011880397,-28.374527642610783,"max autotune
(no CUDA graphs)"
2c3f50274e077b02bf21,B200,1,attention,compile-max-autotune-no-cudagraphs,0.546304002404213,0.5616559982299805,2.8101562057399136,"max autotune
(no CUDA graphs)"
2ca008096d65cb5ce454,B200,1,attention,compile-max-autotune-no-cudagraphs,8.578959941864014,8.600575923919678,0.2519650657206286,"max autotune
(no CUDA graphs)"
2d0c839efce283e75c0c,H100,1,attention,compile-disable-caches,1.2066479921340942,1.150895982980728,-4.620403756257226,disable caches
2d5771c9d2b0fadbd92a,H100,1,attention,compile-reduce-overhead,1.9540239870548248,1.926576018333435,-1.4046894461495498,reduce overhead
2d72ece2c69d4c7d3648,H100,1,attention,compile-max-autotune-no-cudagraphs,2.584544062614441,2.594359993934632,0.3797935373661593,"max autotune
(no CUDA graphs)"
2d779cd3e7cac714ff01,H100,1,attention,compile-max-autotune-no-cudagraphs,3.8556880056858063,0.4575360044836998,-88.1334795811022,"max autotune
(no CUDA graphs)"
2e07b472cf87d7a4b042,B200,1,attention,compile-max-autotune-no-cudagraphs,0.9644720107316972,0.6097439974546432,-36.77950311984059,"max autotune
(no CUDA graphs)"
2e281ac03d33382201d7,H100,1,attention,compile-max-autotune-no-cudagraphs,0.3751839995384216,0.2374079972505569,-36.722248938485286,"max autotune
(no CUDA graphs)"
2eca3e18feb4218a6872,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,0.4236800000071525,0.3409920036792755,-19.516615447149054,"max autotune
(no CUDA graphs)"
2f51aad0db7bc898bed0,B200,1,attention,compile-reduce-overhead,0.6935040056705475,0.787559986114502,13.56242785548325,reduce overhead
2f6a8492c3bdcd1ea28e,H100,1,attention,compile-max-autotune-no-cudagraphs,0.3640160039067268,0.2362960055470466,-35.08636900272284,"max autotune
(no CUDA graphs)"
2f7c64fab03970fc76eb,H100,1,attention,compile-disable-caches,4.668520033359528,1.6623119711875916,-64.39317044139639,disable caches
2fb974c81e50d0abb779,H100,1,attention,compile-max-autotune-no-cudagraphs,0.132592000067234,0.140439998358488,5.918907843063324,"max autotune
(no CUDA graphs)"
2fdbd3ffaef86a496080,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,1.8900479674339292,1.699072003364563,-10.104291920625151,"max autotune
(no CUDA graphs)"
2feba611420158882c14,H100,1,attention,compile-reduce-overhead,0.6723840087652206,0.8216160088777542,22.19446003580397,reduce overhead
2fee76ef542b71cafa34,B200,1,attention,compile-max-autotune-no-cudagraphs,3.136631965637207,2.59443998336792,-17.285801720098863,"max autotune
(no CUDA graphs)"
2ff1c7c8dc76411bd714,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,4.798975944519043,3.779583990573883,-21.241864217081925,"max autotune
(no CUDA graphs)"
300b94ceb4ad8051ef6f,H100,1,attention,compile-reduce-overhead,0.132592000067234,0.2063520029187202,55.62930102425816,reduce overhead
305a74c82973fa53352f,H100,1,attention,compile-reduce-overhead,3.1556559801101685,3.102015972137451,-1.6998053118212408,reduce overhead
306a98bcce883d662bd0,A100-40GB,1,attention,compile-disable-caches,5.825792074203491,6.01907205581665,3.3176601421976537,disable caches
30efb4beece42d107d89,H100,1,attention,compile-max-autotune-no-cudagraphs,0.1710480004549026,0.1705200001597404,-0.3086854530646267,"max autotune
(no CUDA graphs)"
31c4d9879965d166273d,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,4.944383978843689,4.412927985191345,-10.748679631807882,"max autotune
(no CUDA graphs)"
32563af3df0e7106e817,B200,1,attention,compile-max-autotune-no-cudagraphs,1.8533200025558472,1.738832026720047,-6.177453201709036,"max autotune
(no CUDA graphs)"
3286606dae9d7ddf21ce,B200,1,attention,compile-reduce-overhead,2.240848004817962,2.4945679306983948,11.32249600753458,reduce overhead
330d1cabd45cbde954c5,H100,1,attention,compile-disable-caches,1.5642080008983612,1.5363519787788391,-1.7808387441774836,disable caches
33d74eaa70b94b7ca5c8,H100,1,attention,compile-disable-caches,4.231215909123421,0.8291199952363968,-80.40468713854489,disable caches
341d3ad043f41b47de69,B200,1,attention,compile-max-autotune-no-cudagraphs,2.240848004817962,2.649248003959656,18.22524322326225,"max autotune
(no CUDA graphs)"
3441aee650863aea08a9,B200,1,attention,compile-reduce-overhead,0.1202799994498491,0.1662800014019012,38.24409890459957,reduce overhead
348df33fd52b15401364,B200,1,attention,compile-max-autotune-no-cudagraphs,0.7209839969873428,0.5200560092926025,-27.86857801758777,"max autotune
(no CUDA graphs)"
34c6d1d9fcfaa36c4535,H100,1,attention,compile-disable-caches,0.6626880168914795,0.6521999835968018,-1.582650210558317,disable caches
3517565ddba5bc80fe9f,H100,1,attention,compile-reduce-overhead,0.5468079894781113,0.6912319958209991,26.4121975395294,reduce overhead
358788e27aa4be325077,B200,1,attention,compile-reduce-overhead,0.546304002404213,0.6682479977607727,22.321636821238737,reduce overhead
358acd603d0def453ef1,H100,1,attention,compile-reduce-overhead,0.2227680012583732,0.2989120036363601,34.18085270230203,reduce overhead
35cdea92c8dc4db0fb13,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,2.1355519592762,2.422015964984894,13.414049911751407,"max autotune
(no CUDA graphs)"
35f1ebeaa865784e0f11,A100-40GB,1,attention,compile-disable-caches,2.155264019966125,2.614528000354767,21.30894294778139,disable caches
35fc41feb224b243280b,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,4.23142409324646,3.901439964771271,-7.798417771498217,"max autotune
(no CUDA graphs)"
363465c4190e25628a1c,B200,1,attention,compile-max-autotune-no-cudagraphs,0.2599199973046779,0.242927998304367,-6.537395805061084,"max autotune
(no CUDA graphs)"
365a798431743a408afb,H100,1,attention,compile-max-autotune-no-cudagraphs,46.88824081420898,47.27056694030762,0.8153987427542236,"max autotune
(no CUDA graphs)"
36a94ebce7746af492ef,B200,1,attention,compile-reduce-overhead,5.891000032424927,6.410631895065308,8.820775076901223,reduce overhead
36c37733140b4ed6ea34,H100,1,attention,compile-max-autotune-no-cudagraphs,3.1556559801101685,2.9125760793685918,-7.702991145856491,"max autotune
(no CUDA graphs)"
36c72cc5a0debef68077,A100-40GB,1,attention,compile-disable-caches,5.610239863395691,4.102656006813049,-26.872003573660955,disable caches
36f7c4dc29b85cb3aea3,B200,1,attention,compile-reduce-overhead,0.1183919999748468,0.1792399995028972,51.39536416394518,reduce overhead
371c337b77d75584ac90,H100,1,attention,compile-max-autotune-no-cudagraphs,1.388160020112991,0.6728319972753525,-51.53066018854322,"max autotune
(no CUDA graphs)"
379d97ac2da597823d5a,A100-40GB,1,attention,compile-disable-caches,11.634943962097168,11.540736198425291,-0.8096967546966535,disable caches
37a48dfb9d7c4ece1a2f,H100,1,attention,compile-reduce-overhead,0.5211440026760101,0.6795600056648254,30.397740773254355,reduce overhead
37c8c4ffe856f8ce4dff,A100-40GB,1,attention,compile-reduce-overhead,6.148864030838013,6.005248069763184,-2.335650298243073,reduce overhead
387943b8ea4adfaef584,B200,1,attention,compile-disable-caches,0.7655519992113113,0.7591520100831985,-0.8359966579286846,disable caches
39072ffcbee563b31ebf,B200,1,attention,compile-max-autotune-no-cudagraphs,0.5175120010972023,0.6675279885530472,28.987924364611587,"max autotune
(no CUDA graphs)"
390d8006ca4c01e55239,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,11.433215856552124,13.19219207763672,15.384789749041293,"max autotune
(no CUDA graphs)"
392829992ba2f972543a,B200,1,attention,compile-max-autotune-no-cudagraphs,2.662799954414368,2.648512005805969,-0.5365761173576706,"max autotune
(no CUDA graphs)"
392af405739152bcd5b1,H100,1,attention,compile-disable-caches,4.162567853927612,4.226559996604919,1.5373237127396495,disable caches
395bf83d64a5684afe2d,A100-40GB,1,attention,compile-max-autotune-no-cudagraphs,0.3379200026392936,0.3043839931488037,-9.924245155232004,"max autotune
(no CUDA graphs)"
396ab3dbf8efd6ff9052,B200,1,attention,compile-disable-caches,3.136631965637207,3.15909606218338,0.7161852838418521,disable caches
398c19112275132b6f1a,H100,1,attention,compile-reduce-overhead,4.668520033359528,2.0831679701805115,-55.37840781885996,reduce overhead
3a0363026fa2fb66609b,H100,1,attention,compile-max-autotune-no-cudagraphs,0.2160400003194809,0.2264959998428821,4.8398442454818005,"max autotune
(no CUDA graphs)"
3a04b7a0b3192b286c55,B200,1,attention,compile-disable-caches,14.2844078540802,14.297039985656738,0.0884330082533301,disable caches
